Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
WEE92216.1	-	GH12(88-238)	GH12_e0	GH12	Y(1-19)	3
WEJ95946.1	2.4.1.142	GT33(53-457)	GT33_e0	GT33	N	3
WEK67555.1	3.2.1.37	GH52(20-448)	GH52_e1	GH52	N	3
WEL28658.1	-	GH13_20(317-599)	GH13_e49	GH13	N	3
WEM96388.1	-	CBM88(29-115)+GH9(230-725)	CBM88_e1+GH9_e5	CBM88+GH9	Y(1-21)	3
WES89443.1	-	GH1(6-464)	GH1_e42	GH1	N	3
WET02965.1	-	GH27(172-427)+CBM13(460-587)	GH27_e19+CBM13_e326	CBM13+GH27	Y(1-25)	3
WET88178.1	N	GH182(375-616)	N	GH182	N	2
WEV06304.1	3.2.1.50|3.2.1.52|3.2.1.169|-	CBM32(45-159)+GH89(245-905)+CBM32(1374-1498)+CBM32(1515-1624)	CBM32_e6+GH89_e10+CBM32_e6+CBM32_e6+CBM32_e6+CBM32_e76+CBM32_e6	CBM32+GH89	Y(1-33)	3
WEV71433.1	3.2.1.89	GH53(711-1089)	GH53_e14	GH53	N	3
WEW56971.1	2.4.1.-	GH72(21-333)	GH72_e9	GH72	Y(1-31)	3
WFA04600.1	3.2.1.120|3.2.1.74	GH3(71-303)+CBM92(458-571)+CBM6(860-977)	GH3_e179+CBM6_e50	CBM6+CBM92+GH3	Y(1-28)	3
WFA22510.1	3.2.1.78|-	GH26(93-406)+CBM23(567-731)+CBM59(759-898)	GH26_e73+CBM23_e4+CBM59_e3	CBM23+CBM59+GH26	N	3
WFA81599.1	-	GH30_6(55-501)	GH30_e49	GH30	Y(1-49)	3
WFB37760.1	-	GH16_3(264-536)	GH16_e45	GH16	Y(1-21)	3
WFC77672.1	3.5.1.-|3.2.1.-	CE4(103-273)+GH153(316-478)+GH153(480-639)	CE4_e321+GH153_e1	CE4+GH153	Y(1-27)	3
WFD20919.1	-	GT76(13-420)	GT76_e11	GT76	Y(1-37)	3
WFD23549.1	2.4.99.18	GT66(16-637)	GT66_e1	GT66	N	3
WFE23944.1	4.2.2.11|4.2.2.-|4.2.2.3|-	CBM16(64-164)+PL18(214-405)	CBM16_e1+PL18_e0	CBM16+PL18	Y(1-60)	3
WFE44062.1	-	GH141(47-597)+CBM13(672-796)	GH141_e7+CBM13_e60+CBM13_e60	CBM13+GH141	Y(1-41)	3
WFE54656.1	3.2.1.139|3.2.1.131|3.2.1.-|-	GH67(99-775)+CBM91(948-1111)	GH67_e0+CBM91_e23	GH67	Y(1-37)	3
WFE66197.1	4.2.2.2	PL3_4(191-374)	PL3_e12	PL3	Y(1-34)	3
WFE87043.1	-	GH120(317-407)	GH120_e7+GH120_e3	GH120	Y(1-21)	3
WFO16566.1	3.2.1.157	GH82(3-93)	GH82_e0	GH82	N	3
WFP09413.1	2.4.1.224|2.4.1.-	GT45(736-839)+GT93(986-1284)	GT45_e4+GT93_e0	GT45+GT93	N	3
WFR56543.1	-	CE20(84-201)+CE20(384-507)	CE20_e33	CE20	N	3
WFS23279.1	-	GT30(41-215)	GT30_e60	GT30	Y(1-32)	3
WFV80836.1	3.2.1.86	GH4(5-184)	GH4_e24	GH4	N	3
WGD29488.1	-	GT30(41-215)	GT30_e6	GT30	N	3
WGE44038.1	2.4.1.-	GT56(1-351)	GT56_e0	GT56	N	3
WGK83248.1	3.2.1.78	GH5_7(69-351)+CBM27(503-664)	GH5_e4+CBM27_e2	CBM27+GH5_7	Y(1-27)	3
WGM18994.1	-	CE9(19-411)	CE9_e42	CE9	N	3
WGO97963.1	3.2.1.23	GH147(28-821)	GH147_e0	GH147	Y(1-24)	3
WGO99311.1	3.2.1.4|3.2.1.91|-	GH5_2(52-290)+CBM81(535-630)	GH5_e7+CBM6_e22+CBM81_e0	CBM6+CBM81+GH5_2	Y(1-37)	3
WGO99878.1	3.2.1.159	GH117(57-186)+GH117(180-265)	GH117_e15+GH117_e15	GH117	N	3
WGS28557.1	-	GT22(16-354)	GT22_e16	GT22	N	3
WGV27443.1	-	GH55(171-479)	GH55_e1	GH55	Y(1-36)	3
WGW06509.1	3.2.1.162	GH150(41-947)	GH150_e0	GH150	Y(1-36)	3
WGZ45697.1	3.1.1.-	CE17(10-174)	CE17_e0	CE17	N	3
WHL22266.1	3.2.1.41|3.2.1.1|3.2.1.68	CBM41(142-244)+CBM41(250-354)+GH13_41(517-812)+CBM41(965-1069)+CBM41(1075-1182)+GH13_12(1446-1781)	CBM41_e1+CBM41_e1+GH13_e61+CBM41_e1+CBM41_e1+CBM48_e19+GH13_e61	CBM41+CBM48+GH13_12+GH13_41	Y(1-49)	3
WHM90630.1	-	GT8(4-264)	GT8_e28	GT8	N	3
WHP80189.1	3.2.1.4|3.2.1.6	GH8(28-348)	GH8_e0	GH8	Y(1-24)	3
WHS21053.1	-	GT113(5-330)	GT113_e36	GT113	N	3
WHU04584.1	-	GH137(48-349)	GH137_e2	GH137	Y(1-28)	3
WHX35180.1	3.2.1.39	GH81(47-686)+CBM56(811-950)	GH81_e12+CBM56_e0	CBM56+GH81	Y(1-27)	3
WHY22497.1	3.2.1.89	CBM61(13-162)+GH53(190-554)+CBM61(643-785)+SLH(1179-1219)	CBM61_e15+GH53_e14+CBM61_e15	CBM61+GH53	N	3
WIA30928.1	-	PL29(149-470)	PL29_e8	PL29	Y(1-34)	3
WIA43735.1	2.4.1.68	GT23(104-404)	GT23_e0	GT23	N	3
WIE59459.1	-	GT94(63-323)	GT94_e7	GT94	N	3
WIG95600.1	-	CBM8(44-184)+GH18(285-606)	CBM8_e1+GH18_e385	CBM8+GH18	N	3
WIH04005.1	3.2.1.39|3.2.1.14|-	CBM13(544-650)+CBM13(615-733)	CBM13_e3+CBM13_e10+CBM13_e183	CBM13	Y(1-33)	3
WIH04273.1	-	CBM63(141-216)	CBM63_e7	CBM63	Y(1-28)	3
WII03903.1	-	GH36(84-671)+GH173(753-1018)	GH36_e9+GH173_e0	GH36	Y(1-22)	3
WII04498.1	-	GH89(63-723)	GH89_e5	GH89	Y(1-22)	3
WII06059.1	3.2.1.31|3.2.1.185	GH137(20-368)+GH2(372-799)+CBM57(1067-1228)+CBM97(1275-1399)	GH137_e0+GH2_e99+CBM57_e0	CBM57+GH137+GH2	Y(1-20)	3
WIM93493.1	-	CBM42(384-499)	CBM42_e6	CBM42	N	3
WIO59789.1	2.4.1.182	GT19(7-357)	GT19_e17	GT19	N	3
WIV16997.1	-	GH115(14-275)	GH115_e2	GH115	N	3
WIY62408.1	-	GT102(123-360)	GT102_e0	GT102	N	3
WJF90807.1	2.4.99.-	GT107(357-751)	GT107_e0	GT107	N	3
WJF95457.1	N	GH176(288-684)	N	GH176	N	2
WJH35531.1	N	CBM96(281-406)	N	CBM96	N	2
WJI14257.1	-	CBM32(192-294)	CBM32_e120	CBM0	Y(1-23)	3
WJI35546.1	-	PL38(47-325)	PL38_e0	PL38	N	3
WJJ96095.1	-	CBM90(29-160)	CBM90_e0	CBM90	Y(1-24)	3
WJJ96728.1	4.2.2.-	PL28(59-313)	PL28_e0	PL28	N	3
WJJ97722.1	4.2.2.-|-	CBM90(28-163)+PL28(176-457)+CBM90(444-571)	CBM90_e0+PL28_e0+CBM90_e0	CBM90+PL28	Y(1-24)	3
WJK34500.1	4.2.2.11|4.2.2.-|4.2.2.3|-	CBM16(64-164)+PL18(214-405)	CBM16_e1+PL18_e0	CBM16+PL18	N	3
WJM10064.1	3.2.1.8	CBM22(42-177)+GH10(218-553)+CBM9(577-747)+CBM9(763-937)	CBM22_e5+GH10_e112+CBM9_e4+CBM9_e4	CBM22+CBM9+GH10	Y(1-33)	3
WJM10612.1	-	GH105(38-349)	GH105_e33	GH105	N	3
WJX98552.1	-	GH130(101-262)	GH130_e31	GH130	N	3
WJZ87816.1	-	GT47(7-112)	GT47_e19	N	N	2
WKE69401.1	3.2.1.14|3.2.1.-|-	CBM16(35-147)+GH18(276-593)	CBM16_e29+GH18_e14	CBM16+GH18	Y(1-31)	3
WKL57169.1	-	CBM85(56-183)	CBM85_e0	N	Y(1-29)	2
WKS52992.1	2.4.2.-	GT89(16-563)	GT89_e0	GT89	N	3
WKT90587.1	3.2.1.52|-	CBM32(51-185)+CBM32(208-331)+GH20(491-813)	CBM32_e154+CBM32_e154+GH20_e114	CBM32+GH20	Y(1-40)	3
WKU15726.1	3.2.1.158	GH96(19-586)	GH96_e0	GH96	N	3
WKU16660.1	4.2.2.23|4.2.2.24	PL11(31-635)	PL11_e0	PL11_1	N	3
WKX00340.1	2.4.1.-	GT87(71-305)	GT87_e4	GT87	N	3
WKX97354.1	-	GT65(26-368)	GT65_e1	GT65	N	3
WKY07325.1	-	GT92(165-371)	GT92_e12	N	N	2
WLA11974.1	3.2.1.28	GH37(64-539)	GH37_e6	GH37	Y(1-30)	3
WLC89226.1	3.2.1.8	GH10(79-395)+CBM9(419-574)+CBM9(590-762)	GH10_e60+CBM9_e0+CBM9_e0	CBM9+GH10	Y(1-35)	3
WLF68627.1	-	GH51_1(362-610)+GH51_9(642-955)	GH51_e2+GH51_e10	GH51	Y(1-28)	3
WLQ34090.1	3.2.1.52	GH20(133-487)	GH20_e51	GH20	N	3
WLQ36583.1	3.2.1.14|3.2.1.-	CBM16(41-153)+GH18(280-600)	CBM16_e0+GH18_e14	CBM16+GH18	Y(1-37)	3
WLQ38999.1	-	GH136(26-496)+CBM16(517-628)	GH136_e11+CBM16_e13	GH136	N	3
WLQ61437.1	3.2.1.11|3.2.1.39|3.2.1.95|3.2.1.14	GH49(65-648)+CBM13(668-793)	GH49_e1+CBM13_e183	CBM13+GH49	Y(1-37)	3
WLS65298.1	-	GH103(79-375)	GH103_e27	GH103	Y(1-37)	3
WMJ20237.1	-	GT28(204-333)	GT28_e13	GT28	N	3
WML53630.1	2.4.1.333|2.4.1.-|-	GT84(1144-1356)+GH94(1596-2679)	GH144_e3+GT84_e1+GH94_e1	GH94+GT84	N	3
WML84421.1	-	GH141(48-575)	GH141_e15	GH141	Y(1-40)	3
WMS11741.1	3.1.1.11	CE19(118-450)	CE19_e0	CE19	Y(1-21)	3
WMT34098.1	-	PL41(15-316)	PL41_e0	PL41	N	3
WMT37860.1	3.2.1.39	GH64(36-394)	GH64_e8	GH64	Y(1-34)	3
WMT64133.1	3.2.1.17	GH24(32-155)	GH24_e32	N	N	2
WMV13034.1	-	AA6(41-235)	AA6_e3	N	N	2
WMV13318.1	-	GT106(123-437)	GT106_e7	GT106	N	3
WMV14950.1	-	AA1(70-516)	AA1_e13	AA0	N	3
WMV36329.1	-	GH17(27-340)+CBM43(378-459)	GH17_e16+CBM43_e50	CBM43+GH17	N	3
WMV39381.1	-	AA2(75-326)	AA2_e17	N	N	2
WMV49197.1	-	PL4_2(89-496)+PL4_2(573-1013)+PL4_2(1059-1664)	PL4_e7+PL4_e7+PL4_e7	PL4_2	N	3
WMY12782.1	-	GH71(11-385)	GH71_e6	GH71	N	3
WNB81602.1	3.2.1.49	GH109(29-441)	GH109_e1	GH109	N	3
WNB99390.1	3.2.1.55|3.2.1.37|-	GH54(62-377)+CBM13(387-511)	GH54_e0+CBM13_e237	CBM13+GH54	Y(1-35)	3
WNC28519.1	2.4.1.69	GT11(1-293)	GT11_e2	GT11	N	3
WND77505.1	-	GH73(201-331)	GH73_e140	GH73	N	3
WNF66185.1	3.2.1.151|3.2.1.150	GH74(90-203)+GH74(207-324)+GH74(571-702)+CBM2(781-881)	GH74_e1+GH74_e1+GH74_e1+GH74_e1+CBM2_e108	CBM2+GH74	Y(1-27)	3
WNG13331.1	-	GH44(414-927)	GH44_e0	GH44	N	3
WNG27791.1	3.2.1.1|2.4.1.-|-	GH119(4-888)	GH119_e0+CBM25_e0+CBM20_e28	CBM20+CBM25+GH119	Y(1-25)	3
WNG38505.1	3.2.1.2|3.2.1.1|-	GH119(6-889)	GH119_e0+CBM25_e6+CBM20_e28	CBM20+CBM25+GH119	Y(1-25)	3
WNG42696.1	-	CBM42(90-195)	CBM42_e5	N	Y(1-29)	2
WNG45931.1	-	CBM12(41-74)+GH18(282-663)	CBM12_e4+GH18_e349	CBM12+GH18	Y(1-24)	3
WNI17984.1	4.2.2.14|-	CBM16(32-144)+PL31(215-391)	CBM16_e29+PL31_e0	CBM16+PL31	Y(1-30)	3
WNI76339.1	-	GH88(61-387)	GH88_e17	GH88	N	3
WNM31053.1	-	GH30_4(51-493)+CBM13(509-618)	GH30_e53+CBM13_e233	CBM13+GH30	Y(1-40)	3
WNO08745.1	-	CE2(134-344)	CE2_e8	N	Y(1-22)	2
WNO52373.1	-	GH141(35-593)	GH141_e23	GH141	Y(1-27)	3
WNO62713.1	3.2.1.40	CBM67(181-335)+CBM67(343-510)+GH78(534-1035)	CBM67_e28+CBM67_e28+GH78_e24	CBM67+GH78	Y(1-24)	3
WNO68064.1	3.2.1.59	GH87(53-581)	GH87_e1+CBM32_e224	CBM32+GH87	Y(1-42)	3
WNO72536.1	-	GH65(314-668)	GH65_e6+CBM32_e221	CBM32+GH65	Y(1-41)	3
WNR42621.1	3.1.1.72	CE7(4-315)	CE7_e33	CE7	N	3
WNR42831.1	3.2.1.-|4.2.2.12	CBM84(93-187)	CBM84_e1	N	N	2
WNR45673.1	4.2.2.12|3.2.1.-|-	GH28(217-477)+CBM84(667-764)+CBM84(809-904)	GH28_e90+CBM84_e1+CBM84_e1	N	Y(1-37)	2
WNS46637.1	3.2.1.78|-	CBM54(207-319)+GH26(459-777)+CBM23(933-1096)+CBM59(1125-1264)	CBM54_e0+GH26_e73+CBM23_e4+CBM59_e3	CBM23+CBM54+CBM59+GH26	Y(1-27)	3
WNZ75763.1	-	AA14(18-285)	AA14_e0	AA14	Y(1-21)	3
WOD09257.1	3.2.1.109	GH114(54-243)	GH114_e0	GH114	N	3
WOD42864.1	-	PL29(66-391)	PL29_e10	PL29	Y(1-22)	3
WOD46137.1	3.2.1.132	GH75(7-231)	GH75_e6	GH75	N	3
WOG40950.1	3.2.1.130|3.2.1.198	GH99(44-371)	GH99_e0	GH99	N	3
WOG44491.1	-	CBM62(460-536)+CBM62(543-608)	CBM62_e1	CBM62	Y(1-28)	3
WOG85716.1	2.4.2.-	GT77(147-370)	GT77_e5	GT77	N	3
WOG87819.1	3.1.1.-	CE13(33-380)	CE13_e0	CE13	N	3
WOG89373.1	1.1.3.16	AA3_2(178-583)	AA3_e2	N	Y(1-29)	2
WOH02408.1	-	GT64(491-727)	GT64_e3	GH0+GT64	N	3
WOH02603.1	N	AA2(50-310)	N	N	Y(1-24)	1
WOI94330.1	-	GT52(30-303)	GT52_e2	GT52	N	3
WON94754.1	-	GH19_1(37-170)	GH19_e122	N	N	2
WOO38293.1	-	CBM86(50-156)+GH10(168-512)	GH10_e119	CBM86+GH10	Y(1-35)	3
WOT33112.1	-	CE2(147-356)	CE2_e8	CE2	Y(1-26)	3
WOX58377.1	-	GH57(14-271)	GH57_e47	GH57	N	3
WOZ30519.1	4.2.2.-	PL23(119-742)	PL23_e0	PL23	N	3
WOZ38751.1	4.2.2.2|4.2.2.-|-	CBM66(48-204)+PL1(326-556)	CBM66_e11+PL1_e79	CBM66+PL1	Y(1-33)	3
WPA88073.1	3.2.1.49	GH129(3-627)	GH129_e0	GH129	N	3
WPB73651.1	N	PL34(372-562)	N	PL0	Y(1-25)	2
WPB75301.1	-	GH26(275-421)	GH26_e88	N	Y(1-26)	2
WPB80380.1	-	CBM63(144-216)	CBM63_e13	CBM63	Y(1-22)	3
WPC67652.1	-	PL14(283-487)	PL14_e16	PL14	Y(1-24)	3
WPH02412.1	3.2.1.-	GH132(119-431)	GH132_e3	GH132	Y(1-34)	3
WPJ21275.1	2.4.1.26	GT72(14-365)	GT72_e0	GT72	N	3
WPJ61111.1	1.-.-.-	AA12(30-434)	AA12_e4	AA12	Y(1-21)	3
WPJ95110.1	-	GH28(386-638)	GH28_e90	N	Y(1-29)	2
WPJ96540.1	-	GH168(86-357)	GH168_e2	N	Y(1-22)	2
WPL14521.1	-	GT5(17-488)	GT5_e40	GT5	N	3
WPO34194.1	3.2.1.159	GH117(90-247)+GH117(218-309)	GH117_e12+GH117_e12	GH117	N	3
WP_007992385.1	4.2.2.-	PL24(27-495)	PL24_e0	PL24	Y(1-22)	3
WP_009983134.1	3.2.1.4|3.2.1.-	GH5_4(104-388)+CBM78(450-580)	GH5_e215	CBM78+GH5_4	Y(1-25)	3
WP_009984467.1	3.2.1.78|3.2.1.4|3.2.1.-	GH5_4(72-345)+CBM80(423-501)+GH5_8(548-794)	GH5_e196+GH5_e182	CBM80+GH5_4	Y(1-37)	3
WP_019386968.1	4.2.2.-	PL24(52-511)	PL24_e0	PL24	N	3
WP_029429093.1	N	GH157(22-563)	N	GH157	Y(1-45)	2
WP_033186995.1	-	PL25(47-477)	PL25_e0	PL25	Y(1-36)	3
WP_072715141.1	-	PL39(27-752)	PL39_e0	PL39	Y(1-24)	3
WP_079915027.1	-	GH169(180-353)+CBM66(818-948)+CBM66(1196-1344)	GH169_e0+CBM32_e26+CBM32_e26+CBM66_e20+CBM66_e20	CBM32+CBM66+GH169	Y(1-41)	3
WP_091176810.1	-	PL39(79-840)	PL39_e0	PL39	Y(1-34)	3
WP_209656412.1	-	GH174(51-484)+CBM47(530-651)	CBM47_e18	CBM0+GH174	Y(1-20)	3
XP_004304697.1	2.4.1.-	GT96(31-333)+GT96(393-691)	GT96_e0+GT96_e0	GT96	N	3
XP_004489568.1	2.4.1.-	GT96(28-330)+GT96(394-692)	GT96_e0+GT96_e0	GT96	N	3
XP_006205874.1	2.4.2.-	GT110(174-354)	GT110_e0	GT110	N	3
XP_010978598.1	2.4.2.-	GT110(174-354)	GT110_e0	GT110	N	3
XP_011319890.1	1.1.3.-	AA7(53-259)	AA7_e5	AA7	Y(1-24)	3
XP_018418892.1	2.4.2.-	GT110(170-350)	GT110_e0	GT110	N	3
XP_027451557.1	2.4.2.-	GT110(143-248)	GT110_e0	GT110	N	3
XP_329966.1	3.2.1.113	GH47(278-775)	GH47_e17	GH47	N	3
ZP_03542636.1	2.4.1.224|2.4.1.-	GT45(84-196)+GT93(332-640)	GT45_e4+GT93_e0	GT45+GT93	N	3
ACJ83331.1	-	N	GT29_e3	GT29	N	2
ACX63296.1	3.2.1.14	N	CBM12_e29+GH23_e906	CBM12+GH23	Y(1-36)	2
AFV79589.1	-	N	AA2_e6	N	N	1
AHF91258.1	-	N	PL17_e7	PL17	N	2
AID81796.1	2.4.1.-	N	GT45_e0	GT45	N	2
AIF03053.1	2.4.1.224|2.4.1.-	N	GT45_e4	GT45	Y(1-21)	2
AIM03476.1	-	N	GT38_e3	GT38	N	2
AJJ85013.1	-	N	GT25_e2	GT25	N	2
ANH56604.1	-	N	GT31_e66	GT31	N	2
APU74768.1	3.1.1.-	N	CE4_e337+CBM12_e13+CBM12_e13	CBM12+CE4	Y(1-23)	2
ARX71869.1	-	N	CBM14_e26	N	N	1
ASJ71048.1	-	N	CBM9_e5	CBM9	N	2
ASW29821.1	-	N	CE8_e69	N	N	1
AXQ17482.1	-	N	CBM23_e1	N	N	1
AXS30967.1	3.5.1.41	N	CE4_e177	CE4	N	2
BET00973.1	-	N	CBM14_e116+CBM14_e116+CBM14_e116	CBM14	Y(1-18)	2
CCD51000.1	-	N	GT41_e74	GT41	N	2
QCU83581.1	-	N	GH63_e25	GH63	N	2
QDO56687.1	-	N	CBM13_e268	CBM13	N	2
QFG36958.1	-	N	GH23_e800	N	Y(1-19)	1
QHJ28546.1	-	N	GH13_e52	GH13	N	2
QIW95637.1	-	N	GT31_e78	GT31	N	2
QTE74117.1	-	N	GH120_e2+GH120_e2	GH120	N	2
QTH43803.1	4.2.2.6	N	PL22_e0	PL22	N	2
QXP05616.1	-	N	GH26_e46	GH26	Y(1-34)	2
SDS22959.1	3.2.1.212	N	GH107_e1+GH107_e0	CBM0+GH107	Y(1-21)	2
UBK32108.1	-	N	GT4_e1888	GT4	N	2
UJR34608.1	3.2.1.4|3.2.1.78	N	GH45_e7	GH45	N	2
UNQ73235.1	-	N	GH36_e44	GH36	N	2
UPX19124.1	-	N	GH17_e57	GH17	Y(1-19)	2
UXM96710.1	-	N	GT32_e84	GT32	N	2
UXN71064.1	-	N	GT32_e127	GT32	N	2
VFH81330.1	-	N	CBM47_e35	N	N	1
VUW49816.1	-	N	GT64_e9	N	N	1
WAH39862.1	-	N	PL22_e6	PL22	N	2
WKL24418.1	-	N	GH19_e129	N	N	1
WLN31318.1	3.2.1.14	N	GH18_e325	N	N	1
WOX22390.1	-	N	GH26_e71	GH0	N	2
WPN75367.1	-	N	GT44_e6	GT44	N	2
AAF49624.2	-	N	CBM14_e63+CBM14_e63+CBM14_e63	CBM14	Y(1-21)	2
ACY25520.1	2.4.1.-	N	GT45_e0	GT45	N	2
ADH66065.1	-	N	GT2	GT0	N	2
ADN13558.1	-	N	GH73_e79	GH73	N	2
AEX64297.1	3.2.1.31	N	GH2_e29	GH2	N	2
AGO54237.1	-	N	GT44_e8	GT44	N	2
AHF93411.1	-	N	PL17_e7	PL17	N	2
AHN67572.1	-	N	GH63_e25	GH63	N	2
AMS05537.1	-	N	CBM5_e29+CBM5_e29	CBM5	Y(1-32)	2
AMS26887.1	2.4.1.174	N	GT7_e0	GT7	N	2
ANH63197.1	-	N	GT4_e3352	GT4	N	2
ANN55555.1	-	N	GT114_e3	GT114	N	2
ANT01031.1	-	N	CBM50_e196	CBM50	N	2
AOT14873.1	-	N	CBM5_e108	CBM5	Y(1-30)	2
ARD87202.1	-	N	GT10_e13	N	N	1
ATU48517.1	-	N	GT2	GT2	N	2
AZL86076.1	-	N	GT82_e2	GT82	N	2
BAJ55376.1	-	N	GH33_e79	GH33	N	2
CUW32940.1	-	N	CBM12_e7	CBM12	N	2
QDO92576.1	3.2.1.212	N	GH107_e1+GH107_e0	GH107	Y(1-26)	2
QEC46212.1	-	N	GH39_e133	GH39	Y(1-27)	2
QEG42827.1	-	N	CBM60_e4+CBM60_e4+CBM60_e4	CBM60	N	2
QHG37724.1	-	N	GH73_e34	GH73	N	2
QHW39535.1	2.4.1.-	N	GT45_e0	GT45	N	2
QOS26964.1	-	N	GT97_e1	GT97	N	2
QQJ89877.1	-	N	CBM50_e486	CBM50	Y(1-29)	2
QWA94542.1	-	N	GH19_e20	N	N	1
QXP63024.1	3.2.1.212	N	GH107_e1+GH107_e0	GH107	N	2
QYK60606.1	-	N	CBM54_e21	CBM54	Y(1-26)	2
UIZ20361.1	3.2.1.4|3.2.1.151	N	GH12_e34	N	N	1
UJR25551.1	-	N	GT109_e0	GT109	N	2
UWE97058.1	-	N	GH23_e158	GH23	Y(1-36)	2
UXX82450.1	-	N	GH23_e571	GH23	Y(1-36)	2
VEI47450.1	3.5.1.-|3.2.1.-	N	CE4_e321	CE4+GH153	N	2
VUZ03830.1	3.2.1.14|-	N	GH18_e264+CBM14_e54+CBM14_e54	CBM14+GH0	Y(1-20)	2
WCB92538.1	-	N	GH63_e22	GH63	N	2
WDG27081.1	-	N	CBM50_e463+GH23_e739	CBM50+GH23	Y(1-42)	2
WET48280.1	3.2.1.96	N	GH18_e406	GH18	Y(1-20)	2
WNF27771.1	-	N	CBM12_e21	CBM12	Y(1-35)	2
WOK09515.1	-	N	CBM6_e30	CBM6	N	2
XP_039067.3	2.4.1.175|2.4.1.226	N	GT31_e2	GT31+GT7	N	2
AIR95582.1	N	N	N	GT3	N	1
AXT50011.1	N	N	N	GH16_11	Y(1-25)	1
CAD7243663.1	N	N	N	CBM47	N	1
BBH04314.1	N	N	N	GT76	N	1
QDW92872.1	N	N	N	GT8	N	1
URJ50606.3	N	N	N	GH161	N	1
WLS47349.1	N	N	N	CBM16	Y(1-28)	1
UZC85730.1	N	N	N	GH13	N	1
WFO15944.1	N	N	N	CBM3+CBM6+CBM88	N	1
AIY11741.1	N	N	N	CBM3+CBM6+CBM88	N	1
AQV02155.1	N	N	N	PL20	Y(1-22)	1
AYX20134.1	N	N	N	PL2_2	N	1
WEZ85859.1	N	N	N	PL12	N	1
AFS22808.1	N	N	N	GT44	N	1
UYU47774.1	N	N	N	CBM62	N	1
AUW76788.1	N	N	N	GT105	N	1
AUW76917.1	N	N	N	GT105	N	1
WDR04802.1	N	N	N	GH96	N	1
BAN67540.1	N	N	N	GT48	N	1
ANW45575.1	N	N	N	GT48	N	1
CCT68643.1	N	N	N	PL3	N	1
WAR61577.1	N	N	N	GH45	N	1
CAD7252964.1	N	N	N	GT31	N	1
ADI41957.1	N	N	N	GH2	N	1
QKB39172.1	N	N	N	GT0	N	1
WEA39723.1	N	N	N	GT0	N	1
UYQ94160.1	N	N	N	PL32	Y(1-24)	1
UPK71225.1	N	N	N	PL32	N	1
AYJ04812.1	N	N	N	GH0	N	1
AJQ32463.1	N	N	N	GH0	Y(1-23)	1
NP_416247.1	N	N	N	CE0	N	1
QEH88950.1	N	N	N	CE0	N	1
CTQ88533.1	N	N	N	CBM87	Y(1-25)	1
QTR04188.1	N	N	N	CBM87	Y(1-31)	1
BCS37116.1	N	N	N	PL22	Y(1-30)	1
AKO99406.1	N	N	N	PL22	N	1
UQZ29224.1	N	N	N	PL0	Y(1-46)	1
QDU48993.1	N	N	N	PL0	Y(1-24)	1
ASR47489.1	N	N	N	GH43	N	1
AEE73516.1	N	N	N	GH51	N	1
UAN20061.1	N	N	N	GT85	N	1
